인증업체코드,인증분야,인증분야명,name,lng,ltd,주소,전화
1152,11,안심떡집,형제떡방,126.9019179,37.4563277,서울특별시 금천구 시흥대로62길 39 (시흥동지상1층),02-895-9869
1153,6,먹을만큼적당히,토마토 김밥,126.897272,37.45517407,서울특별시 금천구 시흥대로63길 43 (시흥동 지상1층),02-6369-7776
1154,6,먹을만큼적당히,용강반점,126.9011409,37.45587295,서울특별시 금천구 시흥대로64길 14 (시흥동 지상1층),02-892-2320
1155,1,위생등급제,이찌방,126.942044,37.54069559,서울특별시 마포구 토정로 296 (용강동 지하1층),02-701-1441
1156,1,위생등급제,양촌리,126.9426871,37.54025621,서울특별시 마포구 토정로 304 (용강동),02-701-0455
1157,4,저염실천음식점,본토갈비,126.9405764,37.54223737,서울특별시 마포구 토정로  275,02-714-4936
1158,1,위생등급제,목우촌한우명가,126.9433211,37.53978439,서울특별시 마포구 토정로 312-1 (용강동),02-717-8110
1159,6,먹을만큼적당히,마포소금구이,126.9404907,37.54184088,서울특별시 마포구 토정로 278 1층동 (용강동),02-711-0292
1160,6,먹을만큼적당히,박대박 마포점,126.9403091,37.54246068,서울특별시 마포구 토정로 271 (용강동대현빌딩 1층),02-706-8684
1161,1,위생등급제,마포옥하우스,126.9433527,37.53987451,서울특별시 마포구 토정로 312  2층,02-716-6661
1162,1,위생등급제,푸짐한왕뼈,126.8965388,37.57697826,서울특별시 마포구 성암로15길 43 (상암동 1층),
1163,4,저염실천음식점,단우정,126.9230988,37.60157762,서울특별시 은평구 은평로11길 9 (응암동 1층),02-355-2900
1164,1,위생등급제,소천지,126.8614253,37.49715693,서울특별시 구로구 경인로43길 21 (고척동),02-2688-5500
1165,6,먹을만큼적당히,우리집,126.8993514,37.45534524,서울특별시 금천구 시흥대로71길 36 지상1층 (시흥동),02-803-7468
1166,1,위생등급제,엉터리생고기,126.9297106,37.54545337,서울특별시 마포구 토정로 170 (신정동 1층일부 2층일부),02-337-5556
1167,1,위생등급제,피아띠,126.8457655,37.53220096,서울특별시 강서구 강서로13길 7 1층 (화곡동 1동),02-2696-3295
1168,9,트랜스지방 안심제과점,파리바게뜨,126.8284941,37.53504592,서울특별시 양천구 남부순환로 358 (신월동),02-2692-8295
1169,1,위생등급제,포포,126.8742747,37.54660749,서울특별시 양천구 공항대로 626 1층 (목동),02-2646-7825
1170,1,위생등급제,(주)아워홈이대목동병원점(외래객식당),126.886746,37.53698302,서울특별시 양천구 안양천로 1071 (목동이대목동병원 지하1층),
1171,1,위생등급제,그램그램,126.865898,37.50021109,서울특별시 구로구 중앙로6길 40 (고척동),02-2616-0151
1172,1,위생등급제,뽕잎사랑샤브샤브칼국수보쌈,126.8970039,37.46935936,서울특별시 금천구 시흥대로 399 지하1층 B110~112호 (독산동 시티렉스),
1173,1,위생등급제,미미초밥,126.9023361,37.45109857,서울특별시 금천구 시흥대로 192 (시흥동),
1174,1,위생등급제,(주)아워홈 차이웨이,126.8876772,37.4773266,서울특별시 금천구 디지털로 188 지하1층 (가산동 W-MALL),080-234-4757
1175,1,위생등급제,계절밥상 가산W-MALL점,126.8876772,37.4773266,서울특별시 금천구 디지털로 188 지하1층 (가산동 가산W-MALL),02-2081-0944
1176,1,위생등급제,팬더밸리,126.8883953,37.46579795,서울특별시 금천구 범안로 1138 201202호 (가산동 고려테크노타운),02-838-9285
1177,1,위생등급제,김주혜 토담숯불갈비,126.8999059,37.46662638,서울특별시 금천구 범안로 1241-1 지상1층 (독산동),
1178,1,위생등급제,바르미샤브샤브,126.8850797,37.47844496,서울특별시 금천구 벚꽃로 266 (가산동 마리오아울렛3관 13층),02-2067-2454
1179,1,위생등급제,SJ홈푸드,126.8846349,37.4794933,서울특별시 금천구 벚꽃로 278 (가산동SJ테크노빌 B156B156-2 (벗꽃십리길99)),02-3397-0527
1180,1,위생등급제,원푸드,126.8846473,37.46846135,서울특별시 금천구 가산디지털1로 33-33 B07호 (가산동 대륭테크노타운2),02-853-8960
1181,1,위생등급제,프리미어 한식 부페,126.8854575,37.47388622,서울특별시 금천구 가산디지털1로 88 B101호 (가산동 IT프리미어타워),070 88608209
1182,1,위생등급제,롯데캐슬구내식당,126.8810568,37.47723362,서울특별시 금천구 가산디지털2로 98 (가산동IT캐슬 B-112113호 (가산디지털2길99)),02-2026-8376
1183,1,위생등급제,제주 탐하리,126.8902942,37.47821565,서울특별시 금천구 가산로 147-16 지상1층 (가산동),
1184,1,위생등급제,부뚜막청국장,126.9024041,37.46838004,서울특별시 금천구 독산로 242 (독산동지상1층 (독산동길 127)),02-839-7828
1185,1,위생등급제,횡성생고기,126.9041654,37.462961,서울특별시 금천구 독산로 176 지상1층 (독산동),
1186,9,트랜스지방 안심제과점,쉐프과자점,126.9073208,37.55117908,서울특별시 마포구 포은로 40-1 (합정동),02-3143-3605
1187,6,먹을만큼적당히,본도시락홍대점,126.9236957,37.55376045,서울특별시 마포구 홍익로 10 (서교동 서교푸르지오상가 지하1층 107호),
1188,10,안심마트,롯데쇼핑(주)롯데슈퍼염창2점,126.868549,37.55165766,서울특별시 강서구 공항대로59다길 101 (염창동하늘바람빌딩1층),02-3663-7763
1189,4,저염실천음식점,충무호동복,126.8483741,37.55135236,서울특별시 강서구 화곡로53길 10 (화곡동 6동),02-2691-6300
1190,1,위생등급제,길맨참치,126.9068111,37.51705239,서울특별시 영등포구 영중로4길 4 (영등포동3가1~2층),02-2634-3737
1191,7,안심식육판매소,영등포농협 신대방삼거리역지점 하나로마트,126.9284649,37.49909785,서울특별시 동작구 보라매로 110  1층 (대방동),02-2242-5611
1192,1,위생등급제,(주)킹랍스타,126.9212811,37.50381815,서울특별시 영등포구 가마산로90길 3 (신길동),02-849-4096
1193,1,위생등급제,하오씨(HAOC),126.9242695,37.4921755,서울특별시 동작구 보라매로5길 15 지상30층 (신대방동),02-6954-0099
1194,4,저염실천음식점,삼미옥,126.9537307,37.48134618,서울특별시 관악구 남부순환로 1829-6 (봉천동),02-889-9327
1195,1,위생등급제,놀부부대찌게전문점,126.9534141,37.48134245,서울특별시 관악구 남부순환로 1827 1층 (봉천동),02-878-4455
1196,1,위생등급제,빕스 봉천역점,126.9401125,37.48266635,서울특별시 관악구 남부순환로 1712 지상1234층 (봉천동),02-882-0254
1197,1,위생등급제,못난이석갈비,126.9306631,37.48470827,서울특별시 관악구 남부순환로 1619-1 1~3층 (신림동),02-874-9296
1198,1,위생등급제,화로구이,126.912187,37.48172266,서울특별시 관악구 남부순환로 1453 (신림동지상2층~4층),02-866-8592
1199,1,위생등급제,아웃백스테이크하우스사당점,126.9785469,37.47632926,서울특별시 관악구 남부순환로 2068 (남현동),02-3471-1651
1200,1,위생등급제,새마을식당,126.9288023,37.5201347,서울특별시 영등포구 여의대방로65길 23 (여의도동코오롱2층),02-761-5115
1201,1,위생등급제,(주)캘리스코사보텐대치점,127.0616148,37.49880791,서울특별시 강남구 도곡로 504 지상1층 125호 (대치동),7075120276
1202,6,먹을만큼적당히,본도시락,127.0632352,37.500018,서울특별시 강남구 도곡로 521 지상1층 106호 (대치동),
1203,1,위생등급제,명가원설농탕,127.0639637,37.50028431,서울특별시 강남구 도곡로 527 (대치동),02-566-5677
1204,4,저염실천음식점,가마솥순두부(등용로점),126.9322479,37.51262236,서울특별시 동작구 등용로 128 (유정빌딩1층),02-823-5533
1205,1,위생등급제,온누리 쭈꾸미 상도점,126.9501643,37.50588816,서울특별시 동작구 매봉로 13 (상도1동),02-816-5492
1206,4,저염실천음식점,내고향나주곰탕,126.9691459,37.48601844,서울특별시 동작구 사당로 183 (사당동),02-3476-2999
1207,2,채식메뉴음식점,러빙헛,126.9681098,37.48681465,서울특별시 동작구 사당로 169 (사당동(1층 102호)),7089828501
1208,1,위생등급제,형제오리,126.9355047,37.50300145,서울특별시 동작구 상도로 145 (상도동),02-821-3875
1209,4,저염실천음식점,미소향샤브샤브,126.9510777,37.49965719,서울특별시 동작구 상도로 319 (상도1동 1층),02-824-5780
1210,4,저염실천음식점,남다른 감자탕,126.9242526,37.50002145,서울특별시 동작구 상도로 33 (대방동),02-3280-2110
1211,1,위생등급제,우돈명가,126.9329472,37.49963748,서울특별시 동작구 성대로 23 (상도동 2층),02-811-1588
1212,9,트랜스지방 안심제과점,뚜레쥬르,126.9399435,37.51301936,서울특별시 동작구 장승배기로 171 (노량진동),02-815-2152
1213,1,위생등급제,꽃피는 메밀밭(중앙대점),126.9645993,37.50773863,서울특별시 동작구 현충로 100 3층 (흑석동),070 43200825
1214,4,저염실천음식점,거구장,126.9607537,37.50805817,서울특별시 동작구 흑석로 101-7 (흑석동),
1215,1,위생등급제,등촌샤브칼국수,126.9599805,37.50726863,서울특별시 동작구 흑석로 94 (흑석동),02-823-3963
1216,1,위생등급제,엘림성,126.9370027,37.51297098,서울특별시 동작구 노량진로 100 (노량진동기독교TV멀티미디어빌딩(13층)),02-6333-5301
1217,1,위생등급제,시어터웨딩라무르,126.9333201,37.51272028,서울특별시 동작구 노량진로 74 (대방동),02-828-2100
1218,2,채식메뉴음식점,씨제이푸드빌(주)빕스 대방점,126.9257694,37.51223284,서울특별시 동작구 노량진로 2 (대방동),02-3280-1997
1219,9,트랜스지방 안심제과점,파리바게뜨 난곡세이브점,126.9187886,37.47446164,서울특별시 관악구 난우길 16 (신림동),02-868-3001
1220,1,위생등급제,나주옥,126.9178691,37.47588099,서울특별시 관악구 난우길 34 지상1층 (신림동),02-869-9144
1221,1,위생등급제,씨제이푸드빌(주)빕스 사당역점,126.9814325,37.47437636,서울특별시 관악구 과천대로 939 (남현동르메이에르 3층),02-3472-1997
1222,1,위생등급제,마실쌈밥 구로디지털점,126.9014139,37.48212141,서울특별시 관악구 시흥대로 552 2층 (신림동),02-3442-1512
1223,1,위생등급제,본죽앤비빔밥카페,126.9626688,37.4778282,서울특별시 관악구 솔밭로 2 (봉천동-10 지상1층),02-874-6233
1224,1,위생등급제,이어도참치,126.9511977,37.48203714,서울특별시 관악구 봉천로 462 지상1층 (봉천동),02-883-3738
1225,1,위생등급제,얼큰수제비해물칼국수,126.9525045,37.47520081,서울특별시 관악구 관악로 113 1층 (봉천동),02-888-0712
1226,1,위생등급제,라티놀,126.9528277,37.47896716,서울특별시 관악구 관악로 154-5 (봉천동),02-875-8285
1227,1,위생등급제,자연별곡 서울대입구점,126.9530968,37.48256409,서울특별시 관악구 관악로 195 지하1층 (봉천동 관악위버폴리스),02-883-0540
1228,1,위생등급제,메밀꽃밭언덕너머,0,0,서울특별시 관악구 관악로 138 1-2층 (봉천동),02-883-7239
1229,1,위생등급제,서울대교수회관,126.959296,37.46803851,서울특별시 관악구 관악로 1 1층 (신림동 서울대학교),
1230,2,채식메뉴음식점,씨제이푸드빌(주)비비고 서울대점,126.959296,37.46803851,서울특별시 관악구 관악로 1 (신림동서울대학교 교육연구동(2단지) 지상1층(500동)),02-6740-4300
1231,4,저염실천음식점,미가할매집,126.9290095,37.48770945,서울특별시 관악구 신림로 374,
1232,1,위생등급제,금비,126.9341736,37.47328188,서울특별시 관악구 신림로 164 (신림동지상12층),02-877-9239
1233,1,위생등급제,워터플라워,126.9290236,37.48231061,서울특별시 관악구 신원로 35 지상3층 (신림동 삼모타워),02-878-3830
1234,9,트랜스지방 안심제과점,빵굼터 착한빵집,126.945723,37.47919116,서울특별시 관악구 쑥고개로 84 1층 (봉천동),02-877-6902
1235,1,위생등급제,혜비수(惠比壽)참치(구에비스참치),126.9269103,37.52078948,서울특별시 영등포구 국제금융로6길 33 (여의도동맨해탄빌딩 709호),02-761-9004
1236,1,위생등급제,창고43본점2관,126.9269103,37.52078948,서울특별시 영등포구 국제금융로6길 33 (여의도동맨하탄빌딩 408~410호),02-786-9912
1237,1,위생등급제,창고43본점1관,126.9269103,37.52078948,서울특별시 영등포구 국제금융로6길 33 (여의도동중2층),02-783-4557
1238,1,위생등급제,향원한정식,126.9269103,37.52078948,서울특별시 영등포구 국제금융로6길 33 (여의도동맨하탄빌딩 지상7층710호(전체)),02-782-7792
1239,1,위생등급제,이태원천상동여의도점,126.9281491,37.521839,서울특별시 영등포구 국제금융로6길 17 (여의도동부국증권지하1층),02-780-5700
1240,1,위생등급제,여일정,126.9291078,37.52240541,서울특별시 영등포구 국제금융로6길 7 (여의도동한양빌딩 지하101호),02-780-6273
1241,1,위생등급제,아웃백스테이크하우스여의도점,126.9296966,37.5218075,서울특별시 영등포구 국제금융로8길 6 (여의도동신영증권 빌딩 지하1층),02-761-2961
1242,1,위생등급제,강남숯불갈비,126.9045556,37.48326647,서울특별시 관악구 조원로 20 1층 (신림동),02-867-3233
1243,1,위생등급제,낙지랑꽃게랑,126.9433476,37.49871669,서울특별시 동작구 양녕로25길 2-4 (상도동),02-825-5700
1244,9,트랜스지방 안심제과점,파리바게뜨 상도4동점,126.9442082,37.49721061,서울특별시 동작구 양녕로26길 29 (상도동외 1필지 파크빌딩 102호),02-960-0438
1245,1,위생등급제,행복하다면,126.9563465,37.4782405,서울특별시 관악구 관악로14길 70 1층 101102호 (봉천동 효림빌딩),02-882-2631
1246,4,저염실천음식점,더 풍족,126.9520625,37.48040126,서울특별시 관악구 관악로15길 6,02-887-7900
1247,1,위생등급제,영천영화,127.0495808,37.5239588,서울특별시 강남구 도산대로90길 3 (청담동상민빌딩 12층),02-3442-0381
1248,1,위생등급제,(주)참배나무골 여의도점,126.9177188,37.52631919,서울특별시 영등포구 국회대로62길 25 (여의도동),02-780-5292
1249,1,위생등급제,놀부부대찌개&amp;철판구이,126.9194405,37.52852963,서울특별시 영등포구 국회대로66길 17 (여의도동성우B/D101호),02-783-8161
1250,1,위생등급제,더박스,126.9187244,37.52952745,서울특별시 영등포구 국회대로66길 3 (여의도동현대캐피탈 2관 지상1층),02-2167-5500
1251,1,위생등급제,이도식당,126.9196705,37.52923257,서울특별시 영등포구 국회대로68길 11 (여의도동 지하1층),02-786-4166
1252,5,건강음식점,창고43VIP점,126.9203987,37.52966194,서울특별시 영등포구 국회대로70길 15-1 2층 203호 (여의도동),02-786-5959
1253,1,위생등급제,낙원,126.9203987,37.52966194,서울특별시 영등포구 국회대로70길 15-1 (여의도동 201호일부),02-782-1995
1254,1,위생등급제,어부일식,126.9203987,37.52966194,서울특별시 영등포구 국회대로70길 15-1 102호 (여의도동 극동VIP빌딩 지하1층),02-785-3933
1255,1,위생등급제,창고43VIP점,126.9203987,37.52966194,서울특별시 영등포구 국회대로70길 15-1 2층 203호 (여의도동),02-786-5959
1256,6,먹을만큼적당히,참터1호점,0,0,서울특별시 구로구 디지털로26길 123 101102호 (구로동 G+코오롱디지털타워),
1257,1,위생등급제,포베이구로JNK디지털,126.897031,37.48251412,서울특별시 구로구 디지털로26길 111 (구로동),02-6124-5809
1258,1,위생등급제,반포식스 구로점,126.8943449,37.48552111,서울특별시 구로구 디지털로31길 20 1층 101102호 (구로동 에이스테크노타워5차),02-2109-0200
1259,6,먹을만큼적당히,명가숯불구이,126.9012942,37.48374313,서울특별시 구로구 디지털로32길 97-22 1층 34호 (구로동 덕성빌딩),02-868-1470
1260,1,위생등급제,베나레스(BENARES),126.8997522,37.4835328,서울특별시 구로구 디지털로32길 79 2층 203호 (구로동),02-863-9982
1261,6,먹을만큼적당히,미쓰족발,126.9004344,37.4840956,서울특별시 구로구 디지털로32나길 19 (구로동),02-830-2616
1262,6,먹을만큼적당히,만족오향족발,126.9008053,37.48403465,서울특별시 구로구 디지털로32나길 24 (구로동),02-752-4755
1263,1,위생등급제,와사비,126.900019,37.4836051,서울특별시 구로구 디지털로32나길 7 (구로동),02-856-1752
1264,1,위생등급제,춘천옥,126.8896842,37.47790874,서울특별시 금천구 디지털로12길 19 지상2층 (가산동),02-868-9937
1265,1,위생등급제,금대한우도매식당,126.8960887,37.4673475,서울특별시 금천구 범안로21길 19 지상2층 (독산동),
1266,1,위생등급제,엉터리생고기,126.9212586,37.529558,서울특별시 영등포구 국회대로72길 17 (여의도동지하 11~18호),02-761-0073
1267,1,위생등급제,참숯꺼먹돼지생고기굴요리,126.9208324,37.53029654,서울특별시 영등포구 국회대로74길 10 (여의도동지하1층),02-784-4733
1268,1,위생등급제,뉴욕뉴욕,126.9219683,37.53029008,서울특별시 영등포구 국회대로76길 16 (여의도동),02-6670-7001
1269,4,저염실천음식점,참나무본가,126.893807,37.52684792,서울특별시 영등포구 당산로31길 25 (당산동3가 1층),02-2671-0747
1270,9,트랜스지방 안심제과점,파리바게뜨,126.9209118,37.49791452,서울특별시 동작구 여의대방로24길  10-4,02-821-0088
1271,1,위생등급제,한마루가든,126.9260909,37.50736041,서울특별시 동작구 여의대방로44길  10 4층,02-826-0119
1272,4,저염실천음식점,초록애,126.9259326,37.51197345,서울특별시 동작구 여의대방로54길 5 (대방동),02-823-9600
1273,1,위생등급제,바다풍경,127.0309201,37.49242638,서울특별시 강남구 강남대로 328 (역삼동지하1층),02-552-8555
1274,6,먹을만큼적당히,신선설농탕,127.0496854,37.52481651,서울특별시 강남구 도산대로 515 (청담동지상1층지상2층),02-514-5998
1275,1,위생등급제,연타발,127.0321538,37.52144563,서울특별시 강남구 도산대로 231 (신사동지상23층),02-545-4248
1276,1,위생등급제,돈존,127.0293477,37.51976689,서울특별시 강남구 도산대로 208 (논현동12층),02-512-0136
1277,1,위생등급제,카페비스타,127.0542414,37.52382701,서울특별시 강남구 영동대로 737 (청담동지상1층),02-541-3111
1278,1,위생등급제,아시안라이브,127.059758,37.51310961,서울특별시 강남구 영동대로 517 2층 (삼성동 코엑스인터컨티넨탈서울),02-559-7062
1279,1,위생등급제,코엑스 뽀모도로,127.0591597,37.51182328,서울특별시 강남구 영동대로 513 지하1층 J-107호 (삼성동 컨벤션센터 코엑스몰),02-6002-6250
1280,1,위생등급제,광양불고기본가,127.0654546,37.50330006,서울특별시 강남구 영동대로 325 (대치동지상1층),02-567-5877
1281,1,위생등급제,복이오복국 압구정점,127.0327972,37.52354659,서울특별시 강남구 언주로 821 (신사동지상2층3층4층),02-3448-5488
1282,2,채식메뉴음식점,씨작,127.03441,37.51765717,서울특별시 강남구 언주로 711 (논현동지하1층),02-545-2222
1283,1,위생등급제,(주)참배나무골역삼지점,127.0363657,37.50127272,서울특별시 강남구 논현로 503 지하1층 (역삼동),02-2185-5292
1284,6,먹을만큼적당히,신선설농탕,127.0288344,37.52637316,서울특별시 강남구 논현로 872 (신사동지상1층),02-515-2234
1285,2,채식메뉴음식점,사월에보리밥압구정지점,127.0288841,37.52608483,서울특별시 강남구 논현로 868 (신사동지하1층),02-540-5292
1286,1,위생등급제,프랭키즈,126.8945053,37.4872584,서울특별시 구로구 디지털로33길 48 1층 107호 (구로동 대륭포스트타워7차),02-6942-9567
1287,5,건강음식점,가마솥손두부,126.9801971,37.47773513,서울특별시 동작구 남부순환로271길 20 (사당동),02-3472-2202
1288,1,위생등급제,키즈카페어린왕자 보라매점,0,0,서울특별시 동작구 보라매로5가길 16 304호 (신대방동보라매아카데미타워),02-831-4877
1289,1,위생등급제,라이스&amp;파스타,126.924094,37.49127438,서울특별시 동작구 보라매로5가길 16 (신대방동),02-6269-7878
1290,1,위생등급제,아카데미컨벤션 웨딩 &amp; 부페,126.924094,37.49127438,서울특별시 동작구 보라매로5가길 16 7층동 701호 (신대방동),02-848-7007
1291,6,먹을만큼적당히,백암왕순대,127.0609672,37.51463349,서울특별시 강남구 봉은사로 605 (삼성동지상1층),
1292,1,위생등급제,태풍수산,126.8978056,37.52808041,서울특별시 영등포구 당산로36길 12 (당산동4가),02-2679-2316
1293,1,위생등급제,빅스마일,126.9014125,37.5347617,서울특별시 영등포구 당산로47길 3 (당산동6가),02-2678-0005
1294,1,위생등급제,토담골,127.0482047,37.52326019,서울특별시 강남구 삼성로 766 (청담동),02-547-7012
1295,6,먹을만큼적당히,참부자설렁탕,127.0575943,37.50586301,서울특별시 강남구 삼성로 436 지상1층지상2층 (대치동),02-539-2433
1296,2,채식메뉴음식점,중화요리 연경,127.0448536,37.52646908,서울특별시 강남구 압구정로  438,02-549-7843
1297,1,위생등급제,삼성웰스토리(주)델라코트일원점,127.0895916,37.49034577,서울특별시 강남구 일원로 81 지하1층 (일원동 삼성의료원본관),
1298,1,위생등급제,삼성웰스토리(주) 암센터푸드코트,127.0895916,37.49034577,서울특별시 강남구 일원로 81 (일원동삼성서울병원암센터 지하1층),02-2226-2278
1299,1,위생등급제,삼성웰스토리(주)한그루일원점,127.0895916,37.49034577,서울특별시 강남구 일원로 81 (일원동),02-3410-3198
1300,1,위생등급제,(주)달인디아 달 역삼점,127.0365099,37.50002568,서울특별시 강남구 테헤란로 152 (역삼동강남파이낸스센터 지하1층),02-2112-3888
1301,1,위생등급제,코나야 파르나스점,127.060809,37.50919151,서울특별시 강남구 테헤란로 521 지하1층 F-78호 (삼성동 파르나스몰),02-2245-3919
1302,1,위생등급제,차이나플레인,126.903716,37.51723371,서울특별시 영등포구 영중로 15 (영등포동4가주식회사 경방타임스퀘어 4층),02-2638-2477
1303,1,위생등급제,세븐스프링스 타임스퀘어점,126.903716,37.51723371,서울특별시 영등포구 영중로 15 (영등포동4가타임스퀘어몰 지하 110호(구 441-10)),02-2638-2638
1304,1,위생등급제,업타운타임스퀘어점,126.903716,37.51723371,서울특별시 영등포구 영중로 15 (영등포동4가타임스퀘어 5층),02-2638-2520
1305,1,위생등급제,폴주니어,126.903716,37.51723371,서울특별시 영등포구 영중로 15 10층 (영등포동4가 신세계백화점),02-2639-4078
1306,1,위생등급제,남산왕돈까스메인디쉬타임스퀘어점,126.903716,37.51723371,서울특별시 영등포구 영중로 15 (영등포동4가경방타임스퀘어3층),02-2638-2527
1307,1,위생등급제,코코마파안동찜닭,126.903716,37.51723371,서울특별시 영등포구 영중로 15 (영등포동4가타임스퀘어 3층 305-2호),02-2638-2444
1308,4,저염실천음식점,이어도,126.9196678,37.52751346,서울특별시 영등포구 은행로 3 (여의도동익스콘벤처터워 B104호 B105호),02-780-5450
1309,1,위생등급제,보나비아티제여의도공원점,126.9226583,37.52820022,서울특별시 영등포구 은행로 30 (여의도동 중소기업회관 신관1층),02-2155-5713
1310,1,위생등급제,이어도,126.9196678,37.52751346,서울특별시 영등포구 은행로 3 (여의도동익스콘벤처터워 B104호 B105호),02-720-5454
1311,1,위생등급제,맹박골 갈비예찬,126.8979336,37.50054225,서울특별시 영등포구 대림로 220 (대림동지상23층),02-844-4440
1312,1,위생등급제,본가쭈꾸미볶음,126.9055245,37.4895671,서울특별시 영등포구 대림로 78 (대림동지상1층),02-831-9194
1313,9,트랜스지방 안심제과점,파리바게뜨,126.9212772,37.50317663,서울특별시 영등포구 여의대방로 181 (신길동),02-835-0597
1314,1,위생등급제,비둘기집,126.9152178,37.497042,서울특별시 영등포구 여의대방로 77 1층 (신길동),02-845-5599
1315,4,저염실천음식점,가시섬초 해초사랑,126.8968759,37.47034675,서울특별시 금천구 시흥대로123길 17 (독산동(지상2층) (열린문화길 9)),02-830-4870
1316,1,위생등급제,가시섬초 해초사랑,126.8968759,37.47034675,서울특별시 금천구 시흥대로123길 17 (독산동(지상2층) (열린문화길 9)),02-830-4870
1317,1,위생등급제,일석삼조버섯매운탕,126.9133055,37.51176664,서울특별시 영등포구 도신로49길 3 (신길동(1층)),02-833-8187
1318,10,안심마트,(주)사러가,126.9102308,37.50645202,서울특별시 영등포구 가마산로69가길 17 (신길동),02-832-0058
1319,9,트랜스지방 안심제과점,사러가 뚜레쥬르,126.9102308,37.50645202,서울특별시 영등포구 가마산로69가길 17 (신길동지상1층),02-834-8900
1320,7,안심식육판매소,행복할인마트 정육점,126.9691896,37.48961167,서울특별시 동작구 사당로23바길 9 (사당동),02-2244-3838
1321,1,위생등급제,국가대표숯불갈비,126.8924208,37.49638552,서울특별시 구로구 구로중앙로18길 71 (구로동),02-6467-8255
1322,4,저염실천음식점,낙지촌,126.9805956,37.47574937,서울특별시 관악구 남현1길 58,02-587-7512
1323,1,위생등급제,삼수갑산,126.9797138,37.47556902,서울특별시 관악구 남현1길 38-9 23층 (남현동),02-521-0056
1324,1,위생등급제,낙지촌,126.9805956,37.47574937,서울특별시 관악구 남현1길 58 1층 (남현동),02-587-7512
1325,6,먹을만큼적당히,본도시락 신천점,127.0834522,37.50917408,서울특별시 송파구 올림픽로12길 27 지상1층 (잠실동),02-421-4283
1326,6,먹을만큼적당히,참큰집,127.1081445,37.51510789,서울특별시 송파구 올림픽로30길 7 (방이동),02-415-1500
1327,1,위생등급제,황토골,127.1094514,37.51466699,서울특별시 송파구 올림픽로32길 15 (방이동),02-0415-4430
1328,6,먹을만큼적당히,신마포갈매기 송파구청점,127.1088353,37.51407651,서울특별시 송파구 올림픽로32길 18-11 지상1층 (방이동),02-424-3464
1329,6,먹을만큼적당히,나미,127.1095256,37.5251582,서울특별시 송파구 올림픽로43길 88 (풍납동),02-3010-2923
1330,4,저염실천음식점,전통명가,127.0094078,37.4903217,서울특별시 서초구 서초대로42길 41 (서초동),02-522-5886
1331,1,위생등급제,옛날전통육개장 전문점 육대장 한방보쌈?전골,127.01271,37.49227838,서울특별시 서초구 서초대로50길 18 1층 (서초동),02-6959-7889
1332,9,트랜스지방 안심제과점,빵굼터 착한 빵집,127.1010474,37.48964095,서울특별시 강남구 광평로51길 27 (수서동4단지상가102호),02-459-0882
1333,1,위생등급제,낙지세상,127.1340762,37.4933851,서울특별시 송파구 동남로18길 37 지상1층 (가락동),02-403-1258
1334,1,위생등급제,고메고매,127.0541823,37.50462124,서울특별시 강남구 삼성로85길 38 (대치동지하1층B101호B102호B103호B106호),02-555-9567
1335,1,위생등급제,조선개장국,127.0545216,37.50466433,서울특별시 강남구 삼성로85길 34 (대치동지하1층),02-565-1479
1336,1,위생등급제,동희반점,126.9356848,37.47233845,서울특별시 관악구 신림로22길 24 2층 (신림동),02-873-3338
1337,7,안심식육판매소,선민정육점,126.9749286,37.4779792,서울특별시 관악구 신림동 8 현대아파트상가 310-312,02-882-8200
1338,1,위생등급제,강강술래서초점,127.0302638,37.49128768,서울특별시 서초구 강남대로51길 1 B1호 (서초동 대현블루타워),02-3474-9292
1339,1,위생등급제,마구로센,127.0178445,37.51477402,서울특별시 서초구 강남대로99길 33 지상1층,02-517-5110
1340,1,위생등급제,명우,127.0159486,37.51393456,서울특별시 서초구 나루터로10길 24 1층 (잠원동),02-545-3492
1341,1,위생등급제,카페드 딜라이트(cafe de Delight),127.0799749,37.51074784,서울특별시 송파구 올림픽로8길 10 지상1층 (잠실동),
1342,1,위생등급제,강남면옥 신천점,127.0805666,37.50985364,서울특별시 송파구 올림픽로8길 21 지상12층 (잠실동),02-424-9141
1343,1,위생등급제,강창구찹쌀진순대논현역점,127.0215766,37.51265784,서울특별시 강남구 학동로1길 19 (논현동),02-511-9412
1344,2,채식메뉴음식점,비비고 삼성타운점,127.0261996,37.49722449,서울특별시 서초구 서초대로74길 3 지하1층 (서초동 윤빌딩),02-588-7423
1345,1,위생등급제,초만원,127.0261459,37.49884991,서울특별시 서초구 서초대로77길 13 (서초동강남빌딩 1층2층),02-3481-8585
1346,1,위생등급제,원조본점본가닭한마리,127.0496249,37.4744539,서울특별시 강남구 논현로10길 13 (개포동),02-3461-4422
1347,1,위생등급제,원조닭칼국수,127.0496249,37.4744539,서울특별시 강남구 논현로10길 13 (개포동지상1층),02-3461-4424
1348,1,위생등급제,원조감자탕,0,0,서울특별시 송파구 풍성로25길 34 지상1층 (풍납동),02-474-4735
1349,6,먹을만큼적당히,문경집,127.1184391,37.49877902,서울특별시 송파구 송이로14길 11 지상1층 (가락동),02-443-6653
1350,10,안심마트,롯데쇼핑(주)롯데슈퍼 역삼1동점,127.0341725,37.49308863,서울특별시 강남구 역삼로8길 15 (역삼동),02-2290-5735
